"","squirrel_id","grid_year","nest","n_pups","scaled_mom_age","scaled_mom_age_squared","scaled_density","year","predator","scaled_julian_date","ARS","return_lat","scaled_lat"
"151",21895,"JO_2017","1",3,-0.046116504854369,0.00212673201998304,0.465437309,"nonmast","low predator",-0.148188984,0,388,0.500771631
"152",13427,"JO_2017","2",1,4.95388349514563,24.5409616834763,-1.027393876,"nonmast","low predator",0.32350298,0,284,-0.261761331
"153",20770,"JO_2017","2",3,-0.046116504854369,0.00212673201998304,-1.027393876,"nonmast","low predator",0.040487801,0,247,-0.533047096
"154",20770,"JO_2017","1",3,-0.046116504854369,0.00212673201998304,0.714242506,"nonmast","low predator",0.040487801,0,221,-0.723680337
"155",11726,"JO_2017","1",2,2.95388349514563,8.72542770289377,-1.027393876,"nonmast","low predator",0.889533337,1,59,-1.911472066
"156",11726,"JO_2017","2",2,1.95388349514563,3.81766071260251,-1.027393876,"nonmast","low predator",0.889533337,1,55,-1.940800257
"157",20287,"JO_2017","1",2,-0.046116504854369,0.00212673201998304,-1.027393876,"nonmast","low predator",0.292056849,0,384,0.47144344
"158",21998,"JO_2017","2",3,0.953883495145631,0.909893722311245,1.336255501,"nonmast","low predator",-0.273973508,0,205,-0.8409931
"159",20417,"JO_2017","2",2,-0.046116504854369,0.00212673201998304,-1.027393876,"nonmast","low predator",0.040487801,0,NA,NA
"160",20417,"JO_2017","1",2,-0.046116504854369,0.00212673201998304,-0.032173086,"nonmast","low predator",0.040487801,0,115,-1.500877394
"161",11678,"JO_2017","1",2,3.95388349514563,15.633194693185,-1.027393876,"nonmast","low predator",0.889533337,0,65,-1.86747978
"162",20389,"JO_2017","2",3,-0.046116504854369,0.00212673201998304,1.211852901,"nonmast","low predator",-0.619880949,1,262,-0.423066381
"163",20389,"JO_2017","1",3,-0.046116504854369,0.00212673201998304,-1.027393876,"nonmast","low predator",-0.619880949,1,140,-1.317576202
"164",21465,"JO_2017","1",3,-0.046116504854369,0.00212673201998304,-1.027393876,"nonmast","low predator",-0.682773211,1,335,0.112173102
"165",21465,"JO_2017","2",3,-1.04611650485437,1.09435974172872,0.589839908,"nonmast","low predator",-0.682773211,1,242,-0.569707335
"166",13208,"JO_2017","2",3,1.95388349514563,3.81766071260251,-0.156575684,"nonmast","low predator",-0.619880949,0,66,-1.860147732
"167",13208,"JO_2017","1",3,1.95388349514563,3.81766071260251,-1.027393876,"nonmast","low predator",-0.619880949,0,170,-1.09761477
"168",22165,"JO_2017","1",3,-0.046116504854369,0.00212673201998304,0.714242506,"nonmast","low predator",-0.022404461,0,368,0.354130677
"169",23370,"JO_2018","1",2,-2.04611650485437,4.18659275143746,-0.20591446,"nonmast","low predator",0.480733635,0,305,-0.107788329
"170",20440,"JO_2018","2",3,-0.046116504854369,0.00212673201998304,0.603035204,"nonmast","low predator",-0.431204163,0,NA,NA
"171",20440,"JO_2018","1",3,0.953883495145631,0.909893722311245,-0.85307419,"nonmast","low predator",-0.431204163,0,320,0.002192387
"172",20439,"JO_2018","2",3,0.953883495145631,0.909893722311245,0.603035204,"nonmast","low predator",-0.525542556,0,30,-2.12410145
"173",20046,"JO_2018","2",3,0.953883495145631,0.909893722311245,1.411984866,"nonmast","low predator",-0.588434818,0,130,-1.390896679
"174",23072,"JO_2018","2",3,-1.04611650485437,1.09435974172872,-0.85307419,"nonmast","low predator",0.040487801,0,64,-1.874811828
"175",19587,"JO_2018","1",1,-0.046116504854369,0.00212673201998304,-0.85307419,"nonmast","low predator",0.354949111,0,185,-0.987634054
"176",20488,"JO_2018","2",3,-0.046116504854369,0.00212673201998304,1.897354664,"nonmast","low predator",-0.431204163,0,148,-1.25891982
"177",20488,"JO_2018","1",3,0.953883495145631,0.909893722311245,-0.85307419,"nonmast","low predator",-0.431204163,0,133,-1.368900535
"178",19411,"JO_2018","1",3,1.95388349514563,3.81766071260251,-0.85307419,"nonmast","low predator",NA,NA,363,0.317470438
"179",20760,"JO_2018","1",3,0.953883495145631,0.909893722311245,1.573774799,"nonmast","low predator",-0.148188984,0,265,-0.401070237
"180",21895,"JO_2018","2",3,-0.046116504854369,0.00212673201998304,1.088405001,"nonmast","low predator",NA,NA,294,-0.188440854
"181",20820,"JO_2018","1",3,0.953883495145631,0.909893722311245,2.22093453,"nonmast","low predator",NA,NA,90,-1.684178587
"182",13427,"JO_2018","2",1,3.95388349514563,15.633194693185,-0.85307419,"nonmast","low predator",NA,NA,239,-0.591703478
"183",20770,"JO_2018","2",3,0.953883495145631,0.909893722311245,0.926615069,"nonmast","low predator",-0.494096425,0,44,-2.021452782
"184",20287,"JO_2018","1",1,-0.046116504854369,0.00212673201998304,-0.85307419,"nonmast","low predator",NA,NA,264,-0.408402285
"185",21998,"JO_2018","2",3,0.953883495145631,0.909893722311245,1.573774799,"nonmast","low predator",-0.305419639,0,385,0.478775488
"186",20359,"JO_2018","1",3,NA,NA,-0.85307419,"nonmast","low predator",0.700856552,NA,157,-1.19293139
"187",20389,"JO_2018","2",3,0.953883495145631,0.909893722311245,-0.85307419,"nonmast","low predator",0.700856552,0,39,-2.05811302
"188",21029,"JO_2018","2",4,0.953883495145631,0.909893722311245,1.250194934,"nonmast","low predator",-0.556988687,0,60,-1.904140018
"189",21029,"JO_2018","1",4,0.953883495145631,0.909893722311245,-0.85307419,"nonmast","low predator",-0.556988687,0,390,0.515435727
"190",22543,"JO_2018","2",3,-1.04611650485437,1.09435974172872,0.764825136,"nonmast","low predator",-0.556988687,0,230,-0.657691907
"191",22165,"JO_2018","1",3,-1.04611650485437,1.09435974172872,-0.85307419,"nonmast","low predator",-0.588434818,0,420,0.735397158
"192",23201,"JO_2019","1",4,-1.04611650485437,1.09435974172872,2.152784884,"mast","low predator",NA,NA,60,-1.904140018
"193",23888,"JO_2019","1",3,-2.04611650485437,4.18659275143746,-0.448496851,"mast","low predator",NA,NA,420,0.735397158
"194",20760,"JO_2019","1",4,1.95388349514563,3.81766071260251,-0.448496851,"mast","low predator",0.700856552,4,255,-0.474390715
