"","X.3","X.2","X.1","X","squirrel_id","grid_year","yearn","mid","locx","locy","litter","nest","n_pups","date","julian_date","year","t_return","return_lat","t_move","m_return","observer","nest_type","cones_counts","mustelid_tracks","LRS","mom_age","predator","month","scaled_lat","males","dist","age_sq","average_growth","scaled_pups","m_return_numeric","percent_return","observations","litter_id","julian_part","grid","locY","locX","local.density","scaled_julian_date","scaled_density","ARS"
"510",510,529,529,529,8680,"KL_2008",2008,"A8",1,8,1,2,3,"5/26/08",147,"nonmast",9,9,53,"y","DUMMY",NA,38.53571429,329,0,2,"high predator",5,-2.278074452,2.071839496,1.118033989,4,NA,-0.081161099,1,100,1,4181,121,"KL",8,1,2.636886631,-0.331627023,1.742053763,0
"511",511,539,539,539,10183,"KL_2008",2008,"B2",2,2,1,1,3,"4/15/08",106,"nonmast",64,64,NA,"y","rwt",NA,38.53571429,329,7,3,"high predator",4,-1.874811828,0,1.118033989,9,NA,-0.081161099,1,100,3,4192,106,"KL",2,2,0,-0.807444542,-0.902509781,0
"512",512,550,550,550,8733,"KL_2008",2008,"C13",3,13,1,2,3,"5/27/08",148,"nonmast",220,220,240,"y","DUMMY",NA,38.53571429,329,0,3,"high predator",5,-0.731012385,0.941745225,1.360147051,9,1.658333333,-0.081161099,1,100,2,4184,123,"KL",13,3,1.883490451,-0.268184687,0.986464179,0
"513",513,551,551,551,8733,"KL_2008",2008,"C13",3,13,1,1,3,"5/3/08",124,"nonmast",225,225,249,"y","DUMMY",NA,38.53571429,329,0,3,"high predator",5,-0.694352146,0.941745225,1.360147051,9,1.658333333,-0.081161099,1,100,2,4184,123,"KL",13,3,1.883490451,-0.268184687,0.986464179,0
"514",514,556,556,556,10408,"KL_2008",2008,"D3.",4,3.5,1,2,3,"5/19/08",140,"nonmast",135,135,165,"y","DUMMY",NA,38.53571429,329,3,1,"high predator",5,-1.35423644,1.506792361,0,1,1.534615385,-0.081161099,1,33.33333333,3,4203,114,"KL",3.5,4,2.825235676,-0.553675199,1.930951159,1
"515",515,568,568,568,10318,"KL_2008",2008,"F1",6,1,1,2,3,"5/12/08",133,"nonmast",39,39,65,"y","rwt",NA,38.53571429,329,19,2,"high predator",5,-2.05811302,0.941745225,1.029563014,4,2.047826087,-0.081161099,1,100,4,4197,108,"KL",1,6,1.695141406,-0.744002206,0.797566783,0
"516",516,569,569,569,10318,"KL_2008",2008,"F1",6,1,1,1,3,"4/19/08",110,"nonmast",175,175,305,"y","rwt",NA,38.53571429,329,19,2,"high predator",4,-1.060954532,0,1.029563014,4,2.047826087,-0.081161099,1,100,4,4197,108,"KL",1,6,0.188349045,-0.744002206,-0.713612385,0
"517",517,599,599,599,10145,"KL_2008",2008,"C.19",3.5,19,1,1,4,"4/24/08",115,"nonmast",165,165,209,"y","DUMMY",NA,38.53571429,329,4,3,"high predator",4,-1.134275009,0,5,9,NA,1.379738688,1,66.66666667,3,4188,115,"KL",19,3.5,0,-0.521954031,-0.902509781,0
"518",518,612,612,612,10181,"KL_2008",2008,"I2.",9,2.5,1,1,4,"4/14/08",105,"nonmast",75,75,80,"y","DUMMY",NA,38.53571429,314,15,4,"high predator",4,-1.794159303,0,0.948683298,16,1.890277778,1.379738688,1,100,3,4189,104,"KL",2.5,9,0,-0.870886878,-0.902509781,2
"519",519,613,613,613,10181,"KL_2008",2008,"I2.",9,2.5,1,2,4,"5/8/08",129,"nonmast",13,13,35,"y","rwt",NA,38.53571429,329,15,3,"high predator",5,-2.248746261,1.13009427,0.948683298,9,1.890277778,1.379738688,1,100,3,4189,104,"KL",2.5,9,1.883490451,-0.870886878,0.986464179,2
"520",520,617,617,617,10748,"KL_2008",2008,"D.5.",4.5,5.5,1,2,2,"6/3/08",155,"nonmast",181,181,201,"y","DUMMY",NA,38.53571429,329,0,1,"high predator",6,-1.016962245,0.188349045,5.0009999,1,NA,-1.542060886,1,66.66666667,3,4208,127,"KL",5.5,4.5,0,-0.141300016,-0.902509781,0
"521",521,618,618,618,10748,"KL_2008",2008,"D.5.",4.5,5.5,1,1,2,"5/6/08",127,"nonmast",187,187,260,"y","DUMMY",NA,38.53571429,329,0,1,"high predator",5,-0.972969959,1.506792361,5.0009999,1,NA,-1.542060886,1,66.66666667,3,4208,127,"KL",5.5,4.5,3.201933766,-0.141300016,2.308745951,0
"522",522,632,632,632,8330,"KL_2008",2008,"J11",10,11,1,2,3,"5/21/08",142,"nonmast",420,420,458,"y","DUMMY",NA,38.53571429,329,3,3,"high predator",5,0.735397158,1.506792361,0.583095189,9,NA,-0.081161099,1,50,2,4172,115,"KL",11,10,2.448537586,-0.521954031,1.553156367,0
"523",523,669,669,669,10342,"KL_2008",2008,"G.1.",7.5,1.5,1,1,2,"5/13/08",134,"nonmast",59,59,NA,"y","rwt",NA,38.53571429,314,18,2,"high predator",5,-1.911472066,0.75339618,5.2,4,2.3625,-1.542060886,1,66.66666667,3,4198,125,"KL",1.5,7.5,1.695141406,-0.204742351,0.797566783,1
"524",524,673,673,673,10342,"KL_2008",2008,"G.1.",7.5,1.5,1,2,2,"5/29/08",150,"nonmast",111,111,320,"y","rwt",NA,38.53571429,329,18,1,"high predator",5,-1.530205585,0.75339618,5.2,1,2.3625,-1.542060886,1,66.66666667,3,4198,125,"KL",1.5,7.5,1.695141406,-0.204742351,0.797566783,1
"525",525,711,711,711,10265,"KL_2008",2008,"O6",15,6,1,2,3,"5/11/08",132,"nonmast",50,50,69,"y","rwt",NA,38.53571429,329,5,3,"high predator",5,-1.977460496,0.75339618,0.707106781,9,NA,-0.081161099,1,75,4,4194,107,"KL",6,15,1.13009427,-0.775723374,0.230874595,1
"526",526,712,712,712,10265,"KL_2008",2008,"O6",15,6,1,1,3,"4/17/08",108,"nonmast",35,35,40,"y","rwt",NA,38.53571429,329,5,3,"high predator",4,-2.087441211,0,0.707106781,9,NA,-0.081161099,1,75,4,4194,107,"KL",6,15,0,-0.775723374,-0.902509781,1
"527",527,747,747,747,8648,"KL_2008",2008,"K.17",11.5,17,2,2,3,"7/12/08",194,"nonmast",124,124,142,"y","bjd",NA,38.53571429,329,2,3,"high predator",7,-1.434888965,0,4.204759208,9,NA,-0.081161099,1,66.66666667,3,4180,167,"KL",17,11.5,0,1.127546701,-0.902509781,0
"528",528,748,748,748,8648,"KL_2008",2008,"K.17",11.5,17,1,1,4,"4/29/08",120,"nonmast",30,30,60,"y","DUMMY",NA,38.53571429,329,2,3,"high predator",4,-2.12410145,0,5.255473337,9,NA,1.379738688,1,66.66666667,3,4179,120,"KL",17,11.5,0,-0.363348191,-0.902509781,0
"529",529,768,768,768,10375,"KL_2008",2008,"L.1",12.5,1,1,2,2,"5/22/08",143,"nonmast",51,51,140,"y","DUMMY",NA,38.53571429,314,11,2,"high predator",5,-1.970128448,0.565047135,5.930430001,4,2.261538462,-1.542060886,1,50,4,4200,117,"KL",1,12.5,1.13009427,-0.458511695,0.230874595,0
"530",530,783,783,783,10182,"KL_2008",2008,"M.15",13.5,15,2,2,4,"6/25/08",177,"nonmast",111,111,NA,"y","DUMMY",NA,38.53571429,329,9,3,"high predator",6,-1.530205585,0,4.801041554,9,NA,1.379738688,1,20,5,4191,152,"KL",15,13.5,0,0.651729183,-0.902509781,0
"531",531,852,852,852,8297,"KL_2008",2008,"0.2.",0.5,2.5,1,2,3,"5/15/08",136,"nonmast",296,296,311,"y","rwt",NA,38.53571429,329,2,2,"high predator",5,-0.173776758,0.565047135,0.141421356,4,NA,-0.081161099,1,100,2,4171,109,"KL",2.5,0.5,1.506792361,-0.712281038,0.608669387,0
"532",532,853,853,853,8297,"KL_2008",2008,"0.2.",0.5,2.5,1,1,3,"4/19/08",110,"nonmast",173,173,245,"y","rwt",NA,38.53571429,329,2,2,"high predator",4,-1.075618627,0,0.141421356,4,NA,-0.081161099,1,100,2,4171,109,"KL",2.5,0.5,0.188349045,-0.712281038,-0.713612385,0
"533",533,860,860,860,8576,"KL_2008",2008,"0,15",0,15,1,1,4,"4/17/08",108,"nonmast",120,120,138,"y","rwt",NA,38.53571429,329,11,4,"high predator",4,-1.464217156,0,1.720465053,16,NA,1.379738688,1,100,1,4176,108,"KL",15,0,0,-0.744002206,-0.902509781,0
"534",534,880,880,880,10137,"KL_2008",2008,"-24",-2,4,1,1,4,"4/9/08",100,"nonmast",NA,NA,NA,"y","DUMMY",NA,38.53571429,329,3,3,"high predator",4,NA,0,2.9,9,1.692307692,1.379738688,1,25,4,4186,99,"KL",4,-2,0,-1.029492717,-0.902509781,1
"535",535,881,881,881,10722,"KL_2008",2008,"-215",-2,15,1,1,3,"5/8/08",129,"nonmast",205,205,225,"y","DUMMY",NA,38.53571429,329,1,2,"high predator",5,-0.8409931,0.941745225,3.014962686,4,1.576923077,-0.081161099,1,100,1,4206,129,"KL",15,-2,1.695141406,-0.07785768,0.797566783,1
"536",536,888,888,888,10317,"KL_2008",2008,"-49",-4,9,1,2,3,"5/15/08",136,"nonmast",30,30,100,"y","DUMMY",NA,38.53571429,329,0,2,"high predator",5,-2.12410145,2.260188541,1.58113883,4,NA,-0.081161099,1,50,4,4196,111,"KL",9,-4,3.013584721,-0.648838702,2.119848555,0
"537",537,889,889,889,10317,"KL_2008",2008,"-49",-4,9,1,1,3,"4/20/08",111,"nonmast",192,192,NA,"y","DUMMY",NA,38.53571429,329,0,2,"high predator",4,-0.93630972,0.188349045,1.58113883,4,NA,-0.081161099,1,50,4,4196,111,"KL",9,-4,0.188349045,-0.648838702,-0.713612385,0
"538",538,892,892,892,10391,"KL_2008",2008,"-53",-5,3,1,2,3,"5/29/08",150,"nonmast",192,192,235,"y","rwt",NA,38.53571429,329,5,1,"high predator",5,-0.93630972,0.37669809,2.40208243,1,NA,-0.081161099,1,100,4,4202,121,"KL",3,-5,0.941745225,-0.331627023,0.041977199,1
"539",539,893,893,893,10391,"KL_2008",2008,"-53",-5,3,1,1,3,"5/5/08",126,"nonmast",248,248,280,"y","DUMMY",NA,38.53571429,329,5,1,"high predator",5,-0.525715049,0.37669809,2.40208243,1,NA,-0.081161099,1,100,4,4202,121,"KL",3,-5,0.941745225,-0.331627023,0.041977199,1
"540",540,899,899,899,8572,"KL_2008",2008,"-63",-6,3,1,2,2,"5/15/08",136,"nonmast",149,149,244,"y","DUMMY",NA,38.53571429,329,2,3,"high predator",5,-1.251587772,0.188349045,0,9,NA,-1.542060886,1,100,2,4175,111,"KL",3,-6,0.565047135,-0.648838702,-0.335817593,0
"541",541,900,900,900,8572,"KL_2008",2008,"-63",-6,3,1,1,3,"4/20/08",111,"nonmast",210,210,270,"y","rwt",NA,38.53571429,329,2,3,"high predator",4,-0.804332862,0,0,9,NA,-0.081161099,1,100,2,4175,111,"KL",3,-6,0,-0.648838702,-0.902509781,0
"542",542,901,901,901,8592,"KL_2008",2008,"-612",-6,12,1,1,4,"4/15/08",106,"nonmast",355,355,391,"y","rwt",NA,38.53571429,329,0,3,"high predator",4,0.258814057,0.188349045,1.414213562,9,NA,1.379738688,1,100,1,4177,106,"KL",12,-6,0.188349045,-0.807444542,-0.713612385,0
"543",543,904,904,904,8732,"KL_2008",2008,"-711",-7,11,1,2,2,"5/21/08",142,"nonmast",32,32,186,"y","DUMMY",NA,38.53571429,329,0,2,"high predator",5,-2.109437354,1.695141406,0,4,NA,-1.542060886,1,100,1,4183,117,"KL",11,-7,2.260188541,-0.458511695,1.364258971,0
"544",544,46,46,46,10408,"KL_2009",2009,"D3.",4,3.5,1,1,3,"6/2/09",153,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,3,2,"high predator",6,0.735397158,0.188349045,0,4,NA,-0.4367618,0,33.33333333,3,4475,150,"KL",3.5,4,0.188349045,0.588286847,-0.451222916,0
"545",545,143,143,143,10748,"KL_2009",2009,"D.5.",4.5,5.5,1,1,3,"5/30/09",150,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,0,2,"high predator",5,0.735397158,0.941745225,5.0009999,4,NA,-0.4367618,0,66.66666667,3,4481,146,"KL",5.5,4.5,1.695141406,0.461402175,2.22269066,0
"546",546,154,154,154,11177,"KL_2009",2009,"J1",10,1,1,2,3,"7/9/09",190,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,0,1,"high predator",7,0.735397158,0.565047135,1.835755975,1,NA,-0.4367618,0,50,2,4487,165,"KL",1,10,0.75339618,1.064104366,0.551494674,0
"547",547,193,193,193,10686,"KL_2009",2009,"L10",12,10,1,2,3,"6/2/09",153,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,34,2,"high predator",6,0.735397158,0.188349045,0.223606798,4,1.823529412,-0.4367618,0,0,4,4479,128,"KL",10,12,0.188349045,-0.109578848,-0.451222916,1
"548",548,194,194,194,10686,"KL_2009",2009,"L10",12,10,1,1,3,"5/16/09",136,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,34,2,"high predator",5,0.735397158,0.941745225,0.223606798,4,1.823529412,-0.4367618,0,0,4,4479,128,"KL",10,12,1.695141406,-0.109578848,2.22269066,1
"549",549,204,204,204,10342,"KL_2009",2009,"G.1.",7.5,1.5,1,2,4,"7/11/09",192,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,18,2,"high predator",7,0.735397158,0.188349045,5.2,4,NA,1.019110866,0,66.66666667,3,4470,166,"KL",1.5,7.5,0.941745225,1.095825534,0.885733871,1
"550",550,205,205,205,10754,"KL_2009",2009,"G.18",7.5,18,1,2,3,"7/11/09",192,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,1,1,"high predator",7,0.735397158,0.188349045,5.0009999,1,NA,-0.4367618,0,50,2,4482,166,"KL",18,7.5,0.188349045,1.095825534,-0.451222916,1
"551",551,246,246,246,10265,"KL_2009",2009,"O6",15,6,1,2,3,"6/28/09",179,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,5,4,"high predator",6,0.735397158,0,0.640312424,16,NA,-0.4367618,0,75,4,4466,154,"KL",6,15,0,0.715171518,-0.785462113,0
"552",552,281,281,281,10375,"KL_2009",2009,"L.1",12.5,1,1,1,3,"5/20/09",140,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,329,11,1,"high predator",5,0.735397158,0.188349045,5.0009999,1,1.863636364,-0.4367618,0,50,4,4472,137,"KL",1,12.5,0.941745225,0.175911664,0.885733871,1
"553",553,301,301,301,10140,"KL_2009",2009,"M.12.",13.5,12.5,1,1,4,"5/12/09",132,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,5,4,"high predator",5,0.735397158,0,4.901020302,16,NA,1.019110866,0,0,3,4459,129,"KL",12.5,13.5,0.941745225,-0.07785768,0.885733871,0
"554",554,302,302,302,10182,"KL_2009",2009,"M.15",13.5,15,1,2,3,"6/22/09",173,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,9,4,"high predator",6,0.735397158,0,4.801041554,16,1.434782609,-0.4367618,0,20,5,4462,148,"KL",15,13.5,0.188349045,0.524844511,-0.451222916,2
"555",555,303,303,303,10182,"KL_2009",2009,"M.15",13.5,15,1,1,3,"5/30/09",150,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,9,4,"high predator",5,0.735397158,0,4.801041554,16,1.434782609,-0.4367618,0,20,5,4462,148,"KL",15,13.5,0.75339618,0.524844511,0.551494674,2
"556",556,317,317,317,10517,"KL_2009",2009,"n.2.",14.5,2.5,1,2,3,"6/22/09",173,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,3,2,"high predator",6,0.735397158,0,5.100980298,4,1.52173913,-0.4367618,0,50,2,4478,148,"KL",2.5,14.5,0,0.524844511,-0.785462113,1
"557",557,369,369,369,10184,"KL_2009",2009,"-1.1",-1.5,1,2,2,2,"7/30/09",211,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,1,3,"high predator",7,0.735397158,0,0.4,9,NA,-1.892634465,0,0,4,4465,186,"KL",1,-1.5,0.188349045,1.730248892,-0.451222916,0
"558",558,370,370,370,10184,"KL_2009",2009,"-1.1",-1.5,1,2,1,3,"7/6/09",187,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,1,3,"high predator",7,0.735397158,0,0.4,9,NA,-0.4367618,0,0,4,4465,186,"KL",1,-1.5,0.188349045,1.730248892,-0.451222916,0
"559",559,371,371,371,10184,"KL_2009",2009,"-1.1",-1.5,1,1,1,3,"5/21/09",141,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,1,3,"high predator",5,0.735397158,0,0.509901951,9,NA,-0.4367618,0,0,4,4464,141,"KL",1,-1.5,0.75339618,0.302796335,0.551494674,0
"560",560,389,389,389,10137,"KL_2009",2009,"-2.4.",-2.5,4.5,1,2,5,"7/6/09",187,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,3,4,"high predator",7,0.735397158,0,0.1,16,NA,2.474983531,0,25,4,4458,162,"KL",4.5,-2.5,0.188349045,0.968940862,-0.451222916,0
"561",561,390,390,390,10137,"KL_2009",2009,"-2.4.",-2.5,4.5,1,1,5,"6/11/09",162,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,3,4,"high predator",6,0.735397158,0,0.1,16,NA,2.474983531,0,25,4,4458,162,"KL",4.5,-2.5,0,0.968940862,-0.785462113,0
"562",562,395,395,395,10317,"KL_2009",2009,"-310",-3,10,1,2,4,"6/11/09",162,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,0,3,"high predator",6,0.735397158,0,0,9,0,1.019110866,0,50,4,4468,131,"KL",10,-3,0,-0.014415344,-0.785462113,0
"563",563,396,396,396,10317,"KL_2009",2009,"-310",-3,10,1,1,4,"5/13/09",133,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,0,3,"high predator",5,0.735397158,1.695141406,0,9,0,1.019110866,0,50,4,4468,131,"KL",10,-3,2.071839496,-0.014415344,2.891169053,0
"564",564,414,414,414,10818,"KL_2009",2009,"-712",-7,12,1,2,3,"7/9/09",190,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,16,1,"high predator",7,0.735397158,0,1,1,2.1,-0.4367618,0,0,2,4484,162,"KL",12,-7,0.188349045,0.968940862,-0.451222916,2
"565",565,415,415,415,10818,"KL_2009",2009,"-712",-7,12,1,1,3,"6/16/09",167,"nonmast",NA,420,NA,"n","DUMMY",NA,12.08333333,314,16,1,"high predator",6,0.735397158,0,0,1,2.1,-0.4367618,0,0,2,4484,162,"KL",12,-7,0,0.968940862,-0.785462113,2
"566",566,548,548,548,10183,"KL_2009",2009,"C2.",3,2.5,1,2,4,"6/19/09",170,"nonmast",239,239,252,"y","DUMMY",NA,12.08333333,314,7,4,"high predator",6,-0.591703478,0.188349045,1.208304597,16,NA,1.019110866,1,100,3,4463,142,"KL",2.5,3,0.188349045,0.334517503,-0.451222916,1
"567",567,549,549,549,10183,"KL_2009",2009,"C2.",3,2.5,1,1,4,"5/25/09",145,"nonmast",10,10,27,"y","DUMMY",NA,12.08333333,314,7,4,"high predator",5,-2.270742404,0.565047135,1.208304597,16,NA,1.019110866,1,100,3,4463,142,"KL",2.5,3,1.318443316,0.334517503,1.554212266,1
"568",568,566,566,566,10318,"KL_2009",2009,"F1",6,1,1,2,2,"6/9/09",160,"nonmast",5,5,7,"y","DUMMY",NA,12.08333333,314,19,3,"high predator",6,-2.307402643,0.188349045,0.3,9,2.133333333,-1.892634465,1,100,4,4469,135,"KL",1,6,0.188349045,0.112469328,-0.451222916,1
"569",569,567,567,567,10318,"KL_2009",2009,"F1",6,1,1,1,2,"5/25/09",145,"nonmast",60,60,65,"y","DUMMY",NA,12.08333333,314,19,3,"high predator",5,-1.904140018,0.75339618,0.3,9,2.133333333,-1.892634465,1,100,4,4469,135,"KL",1,6,1.695141406,0.112469328,2.22269066,1
"570",570,579,579,579,10145,"KL_2009",2009,"G20.",7,20.5,1,1,4,"6/18/09",169,"nonmast",170,170,183,"y","DUMMY",NA,12.08333333,329,4,3,"high predator",6,-1.09761477,0.188349045,3.807886553,9,NA,1.019110866,1,66.66666667,3,4460,166,"KL",20.5,7,0.188349045,1.095825534,-0.451222916,0
"571",571,611,611,611,10181,"KL_2009",2009,"I2.",9,2.5,1,2,4,"6/6/09",157,"nonmast",15,15,19,"y","DUMMY",NA,12.08333333,314,15,4,"high predator",6,-2.234082166,0.188349045,0.141421356,16,2.130434783,1.019110866,1,100,3,4461,131,"KL",2.5,9,0.188349045,-0.014415344,-0.451222916,3
"572",572,631,631,631,11177,"KL_2009",2009,"J1",10,1,1,1,3,"6/17/09",168,"nonmast",304,304,344,"y","DUMMY",NA,12.08333333,314,0,1,"high predator",6,-0.115120377,0.188349045,0,1,NA,-0.4367618,1,50,2,4487,165,"KL",1,10,0.188349045,1.064104366,-0.451222916,0
"573",573,663,663,663,10374,"KL_2009",2009,"L8",12,8,1,2,3,"6/9/09",160,"nonmast",398,398,406,"y","DUMMY",NA,12.08333333,314,9,2,"high predator",6,0.574092108,0.188349045,1.13137085,4,NA,-0.4367618,1,100,1,4471,135,"KL",8,12,0.188349045,0.112469328,-0.451222916,1
"574",574,670,670,670,10377,"KL_2009",2009,"G.10.",7.5,10.5,1,2,3,"6/25/09",176,"nonmast",241,241,248,"y","DUMMY",NA,12.08333333,314,6,2,"high predator",6,-0.577039383,0.188349045,7.610519036,4,1.652173913,-0.4367618,1,100,2,4473,151,"KL",10.5,7.5,0.188349045,0.620008015,-0.451222916,2
"575",575,671,671,671,10377,"KL_2009",2009,"G.10.",7.5,10.5,1,1,3,"6/2/09",153,"nonmast",407,407,433,"y","DUMMY",NA,12.08333333,314,6,2,"high predator",6,0.640080538,0.188349045,7.610519036,4,1.652173913,-0.4367618,1,100,2,4473,151,"KL",10.5,7.5,0.188349045,0.620008015,-0.451222916,2
"576",576,672,672,672,10754,"KL_2009",2009,"G.18",7.5,18,1,1,3,"6/18/09",169,"nonmast",300,300,NA,"y","DUMMY",NA,12.08333333,314,1,1,"high predator",6,-0.144448568,0.37669809,5.0009999,1,NA,-0.4367618,1,50,2,4482,166,"KL",18,7.5,0.188349045,1.095825534,-0.451222916,1
"577",577,710,710,710,10265,"KL_2009",2009,"O6",15,6,1,1,3,"6/6/09",157,"nonmast",245,245,310,"y","DUMMY",NA,12.08333333,314,5,4,"high predator",6,-0.547711192,0,0.640312424,16,NA,-0.4367618,1,75,4,4466,154,"KL",6,15,0,0.715171518,-0.785462113,0
"578",578,767,767,767,10375,"KL_2009",2009,"L.1",12.5,1,1,2,3,"6/11/09",162,"nonmast",168,168,169,"y","DUMMY",NA,12.08333333,314,11,2,"high predator",6,-1.112278866,0,5.0009999,4,1.863636364,-0.4367618,1,50,4,4472,137,"KL",1,12.5,0,0.175911664,-0.785462113,1
"579",579,800,800,800,10517,"KL_2009",2009,"n.2.",14.5,2.5,1,1,3,"5/30/09",150,"nonmast",135,135,220,"y","DUMMY",NA,12.08333333,314,3,2,"high predator",5,-1.35423644,0.188349045,5.100980298,4,1.52173913,-0.4367618,1,50,2,4478,148,"KL",2.5,14.5,0.75339618,0.524844511,0.551494674,1
"580",580,879,879,879,10759,"KL_2009",2009,"-215",-2,15,1,1,4,"6/23/09",174,"nonmast",373,373,NA,"y","DUMMY",NA,12.08333333,314,0,1,"high predator",6,0.390790915,0,0,1,NA,1.019110866,1,100,1,4483,170,"KL",15,-2,0,1.222710205,-0.785462113,0
"581",581,887,887,887,10461,"KL_2009",2009,"-414",-4,14,1,1,3,"6/23/09",174,"nonmast",105,105,237,"y","DUMMY",NA,12.08333333,314,0,1,"high predator",6,-1.574197871,0,0.4,1,NA,-0.4367618,1,100,1,4476,170,"KL",14,-4,0,1.222710205,-0.785462113,0
"582",582,897,897,897,10391,"KL_2009",2009,"-63",-6,3,1,2,4,"7/4/09",185,"nonmast",205,205,223,"y","DUMMY",NA,12.08333333,314,5,2,"high predator",7,-0.8409931,0,0,4,NA,1.019110866,1,100,4,4474,158,"KL",3,-6,0.188349045,0.84205619,-0.451222916,0
"583",583,898,898,898,10391,"KL_2009",2009,"-63",-6,3,1,1,4,"6/7/09",158,"nonmast",129,129,184,"y","DUMMY",NA,12.08333333,314,5,2,"high predator",6,-1.398228726,0,0,4,NA,1.019110866,1,100,4,4474,158,"KL",3,-6,0,0.84205619,-0.785462113,0
"584",584,12,12,12,21294,"KL_2016",2016,"A15.",1,15.5,1,1,2,"4/26/16",117,"nonmast",NA,420,NA,"n","DUMMY",NA,0,32,1,2,"low predator",4,0.735397158,0,0.1,4,NA,-0.508965669,0,50,2,6655,115,"KL",15.5,1,0,-0.521954031,-0.973634567,1
"585",585,25,25,25,21396,"KL_2016",2016,"C8.",3,8.5,1,1,3,"4/30/16",121,"nonmast",NA,420,NA,"n","yS",NA,0,19,0,3,"low predator",4,0.735397158,0,1.029563014,9,NA,1.119724473,0,25,4,6665,121,"KL",8.5,3,0,-0.331627023,-0.973634567,0
"586",586,27,27,27,21910,"KL_2016",2016,"C17.",3,17.5,1,2,2,"5/12/16",133,"nonmast",NA,420,NA,"n","CFH",NA,0,19,0,3,"low predator",5,0.735397158,1.13009427,0.3,9,NA,-0.508965669,0,50,4,6684,107,"KL",17.5,3,2.071839496,-0.775723374,0.163079753,0
"587",587,32,32,32,21396,"KL_2016",2016,"C8.",3,8.5,1,2,3,"5/25/16",146,"nonmast",NA,420,NA,"n","FVK","wb",0,32,0,2,"low predator",5,0.735397158,1.318443316,1.029563014,4,NA,1.119724473,0,25,4,6665,121,"KL",8.5,3,3.578631857,-0.331627023,0.989781078,0
"588",588,44,44,44,13288,"KL_2016",2016,"D17.",4,17.5,1,1,2,"4/20/16",111,"nonmast",NA,420,NA,"n","JGR","wb",0,32,5,4,"low predator",4,0.735397158,0,0.2,16,NA,-0.508965669,0,50,2,6483,111,"KL",17.5,4,0,-0.648838702,-0.973634567,0
"589",589,57,57,57,21359,"KL_2016",2016,"E13",5,13,1,2,1,"5/11/16",132,"nonmast",NA,420,NA,"n","DWI",NA,0,32,0,2,"low predator",5,0.735397158,2.260188541,0,4,NA,-2.137655811,0,0,1,6961,105,"KL",13,5,3.766980902,-0.83916571,1.093118743,0
"590",590,69,69,69,21350,"KL_2016",2016,"F6.",6,6.5,1,2,1,"5/18/16",139,"nonmast",NA,420,NA,"n","SSB","wb",0,32,1,2,"low predator",5,0.735397158,1.883490451,0.1,4,NA,-2.137655811,0,0,4,6658,113,"KL",6.5,6,4.520377082,-0.585396366,1.506469405,0
"591",591,70,70,70,21350,"KL_2016",2016,"F6.",6,6.5,1,1,1,"4/27/16",118,"nonmast",NA,420,NA,"n","yS","grass",0,32,1,2,"low predator",4,0.735397158,0,0.1,4,NA,-2.137655811,0,0,4,6658,113,"KL",6.5,6,0,-0.585396366,-0.973634567,0
"592",592,78,78,78,20079,"KL_2016",2016,"G3.",7,3.5,1,1,3,"4/14/16",105,"nonmast",NA,420,NA,"n","JGR","wb",0,19,0,3,"low predator",4,0.735397158,0,0.141421356,9,1.504166667,1.119724473,0,33.33333333,3,6620,105,"KL",3.5,7,0,-0.83916571,-0.973634567,0
"593",593,86,86,86,20079,"KL_2016",2016,"G3.",7,3.5,1,2,3,"5/8/16",129,"nonmast",NA,420,NA,"n","FVK",NA,0,32,0,2,"low predator",5,0.735397158,1.883490451,0.141421356,4,1.504166667,1.119724473,0,33.33333333,3,6620,105,"KL",3.5,7,4.520377082,-0.83916571,1.506469405,0
"594",594,95,95,95,11775,"KL_2016",2016,"B.5.",2.5,5.5,1,2,2,"6/4/16",156,"nonmast",NA,420,NA,"n","ERS",NA,0,32,26,6,"low predator",6,0.735397158,0,5.1,36,NA,-0.508965669,0,0,2,7042,131,"KL",5.5,2.5,0,-0.014415344,-0.973634567,0
