"","X.3","X.2","X.1","X","squirrel_id","grid_year","yearn","mid","locx","locy","litter","nest","n_pups","date","julian_date","year","t_return","return_lat","t_move","m_return","observer","nest_type","cones_counts","mustelid_tracks","LRS","mom_age","predator","month","scaled_lat","males","dist","age_sq","average_growth","scaled_pups","m_return_numeric","percent_return","observations","litter_id","julian_part","grid","locY","locX","local.density","scaled_julian_date","scaled_density","ARS"
"812",812,522,522,522,23869,"RR_2019",2019,"A10.",1,10.5,1,1,5,"6/29/19",180,"mast",120,120,300,"y","LKE","underground",NA,22,NA,NA,"low predator",6,-1.464217156,0,NA,NA,NA,0.100560228,1,100,2,9230,165,"RR",10.5,1,0,1.064104366,NA,NA
"813",813,13,13,13,10133,"SU_2009",2009,"A3",1,3,1,1,3,"6/9/09",160,"nonmast",NA,420,NA,"n","DUMMY",NA,3.058139535,314,10,4,"high predator",6,0.735397158,0,0.3,16,NA,-0.141233171,0,50,2,4546,160,"SU",3,1,0,0.905498526,-0.853912564,1
"814",814,138,138,138,10362,"SU_2009",2009,"I14.",9,14.5,1,1,3,"5/30/09",150,"nonmast",NA,420,NA,"n","DUMMY",NA,3.058139535,314,0,2,"high predator",5,0.735397158,0.37669809,0,4,NA,-0.141233171,0,0,1,4551,149,"SU",14.5,9,0.565047135,0.556565679,0.609937545,0
"815",815,227,227,227,13667,"SU_2009",2009,"n5.",14,5.5,1,1,4,"6/15/09",166,"nonmast",NA,420,NA,"n","DUMMY",NA,3.058139535,314,12,2,"high predator",6,0.735397158,0,0,4,NA,0.988632195,0,0,1,6933,165,"SU",5.5,14,0,1.064104366,-0.853912564,0
"816",816,247,247,247,10405,"SU_2009",2009,"O11",15,11,1,2,2,"7/7/09",188,"nonmast",NA,420,NA,"n","DUMMY",NA,3.058139535,314,0,2,"high predator",7,0.735397158,0.188349045,0,4,NA,-1.271098536,0,0,2,4552,163,"SU",11,15,0.188349045,1.00066203,-0.365962527,0
"817",817,248,248,248,10405,"SU_2009",2009,"O11",15,11,1,1,2,"6/13/09",164,"nonmast",NA,420,NA,"n","DUMMY",NA,3.058139535,314,0,2,"high predator",6,0.735397158,0.188349045,0,4,NA,-1.271098536,0,0,2,4552,163,"SU",11,15,0.188349045,1.00066203,-0.365962527,0
"818",818,326,326,326,10657,"SU_2009",2009,"T3",20,3,1,1,3,"5/26/09",146,"nonmast",NA,420,NA,"n","DUMMY",NA,3.058139535,314,1,2,"high predator",5,0.735397158,0.75339618,1.802775638,4,1.285714286,-0.141233171,0,50,2,4553,146,"SU",3,20,0.75339618,0.461402175,1.097887581,1
"819",819,526,526,526,10133,"SU_2009",2009,"A3",1,3,1,2,3,"7/4/09",185,"nonmast",85,85,117,"y","DUMMY",NA,3.058139535,314,10,4,"high predator",7,-1.720838826,0.188349045,3.551056181,16,NA,-0.141233171,1,50,2,4546,160,"SU",3,1,0.188349045,0.905498526,-0.365962527,1
"820",820,527,527,527,10735,"SU_2009",2009,"A19",1,19,1,2,3,"7/5/09",186,"nonmast",NA,NA,NA,"y","DUMMY",NA,3.058139535,314,0,2,"high predator",7,NA,0,0.2,4,NA,-0.141233171,1,100,2,4555,159,"SU",19,1,0,0.873777358,-0.853912564,0
"821",821,528,528,528,10735,"SU_2009",2009,"A19",1,19,1,1,3,"6/8/09",159,"nonmast",133,133,260,"y","DUMMY",NA,3.058139535,314,0,2,"high predator",6,-1.368900535,0.188349045,0.2,4,NA,-0.141233171,1,100,2,4555,159,"SU",19,1,0.188349045,0.873777358,-0.365962527,0
"822",822,537,537,537,13666,"SU_2009",2009,"B7.",2,7.5,1,2,4,"7/15/09",196,"nonmast",121,121,129,"y","DUMMY",NA,3.058139535,314,18,2,"high predator",7,-1.456885108,0.188349045,2.745906044,4,NA,0.988632195,1,100,2,4560,170,"SU",7.5,2,0.37669809,1.222710205,0.121987509,3
"823",823,538,538,538,13666,"SU_2009",2009,"B7.",2,7.5,1,1,4,"6/22/09",173,"nonmast",45,45,60,"y","DUMMY",NA,3.058139535,314,18,2,"high predator",6,-2.014120734,0.188349045,0.223606798,4,NA,0.988632195,1,100,2,4560,170,"SU",7.5,2,0.188349045,1.222710205,-0.365962527,3
"824",824,647,647,647,10191,"SU_2009",2009,"K6.",11,6.5,2,2,4,"8/17/09",229,"nonmast",122,122,821,"y","DUMMY",NA,3.058139535,314,23,4,"high predator",8,-1.44955306,1.13009427,0,16,NA,0.988632195,1,100,2,4549,204,"SU",6.5,11,1.506792361,2.301229915,3.049687729,0
"825",825,648,648,648,10191,"SU_2009",2009,"K6.",11,6.5,2,1,5,"7/23/09",204,"nonmast",58,58,64,"y","DUMMY",NA,3.058139535,314,23,4,"high predator",7,-1.918804114,0.37669809,0,16,NA,2.118497561,1,100,2,4549,204,"SU",6.5,11,0.565047135,2.301229915,0.609937545,0
"826",826,720,720,720,10160,"SU_2009",2009,"J.10.",10.5,10.5,1,2,2,"7/5/09",186,"nonmast",268,268,322,"y","DUMMY",NA,3.058139535,314,8,4,"high predator",7,-0.379074094,0.188349045,7.158910532,16,1.738095238,-1.271098536,1,100,2,4547,159,"SU",10.5,10.5,0,0.873777358,-0.853912564,0
"827",827,721,721,721,10160,"SU_2009",2009,"J.10.",10.5,10.5,1,1,2,"6/14/09",165,"nonmast",348,348,368,"y","DUMMY",NA,3.058139535,314,8,4,"high predator",6,0.207489723,0.188349045,4.396589587,16,1.738095238,-1.271098536,1,100,2,4547,159,"SU",10.5,10.5,0.37669809,0.873777358,0.121987509,0
"828",828,810,810,810,10657,"SU_2009",2009,"T3",20,3,1,2,3,"6/23/09",174,"nonmast",300,300,NA,"y","DUMMY",NA,3.058139535,314,1,2,"high predator",6,-0.144448568,0.188349045,1.802775638,4,1.285714286,-0.141233171,1,50,2,4553,146,"SU",3,20,0.188349045,0.461402175,-0.365962527,1
"829",829,10,10,10,12973,"SU_2016",2016,"A17",1,17,1,1,2,"5/5/16",126,"nonmast",NA,420,NA,"n","DWI, BMT",NA,0,32,9,5,"low predator",5,0.735397158,1.506792361,0.1,25,NA,-0.587136564,0,50,2,6468,122,"SU",17,1,3.013584721,-0.299905855,1.555900817,1
"830",830,38,38,38,12003,"SU_2016",2016,"D2",4,2,1,2,3,"5/2/16",123,"nonmast",NA,420,NA,"n","SMK",NA,0,19,3,7,"low predator",5,0.735397158,1.506792361,0.141421356,49,NA,0.85401682,0,33.33333333,3,6442,98,"SU",2,4,2.260188541,-1.061213885,0.904593499,1
"831",831,89,89,89,19742,"SU_2016",2016,"B.9.",2.5,9.5,1,2,2,"5/3/16",124,"nonmast",NA,420,NA,"n","SWK","grass",0,19,NA,4,"low predator",5,0.735397158,1.506792361,5,16,NA,-0.587136564,0,33.33333333,3,6524,99,"SU",9.5,2.5,3.013584721,-1.029492717,1.555900817,0
"832",832,111,111,111,20044,"SU_2016",2016,"H17.",8,17.5,1,2,1,"5/7/16",128,"nonmast",NA,420,NA,"n","DWI",NA,0,32,0,3,"low predator",5,0.735397158,0.37669809,0.3,9,NA,-2.028289948,0,33.33333333,3,6540,104,"SU",17.5,8,1.13009427,-0.870886878,-0.07236748,0
"833",833,119,119,119,21867,"SU_2016",2016,"C.15.",3.5,15.5,1,1,3,"4/20/16",111,"nonmast",NA,420,NA,"n","MMS, EBC",NA,0,19,NA,3,"low predator",4,0.735397158,0,5.100980298,9,NA,0.85401682,0,33.33333333,3,6678,111,"SU",15.5,3.5,0,-0.648838702,-1.049328458,0
"834",834,217,217,217,13097,"SU_2016",2016,"H.9.",8.5,9.5,1,1,3,"5/4/16",125,"nonmast",NA,420,NA,"n","DWI, EBC","wb",0,32,1,5,"low predator",5,0.735397158,1.506792361,5.0009999,25,NA,0.85401682,0,0,1,6471,125,"SU",9.5,8.5,2.071839496,-0.204742351,0.741766669,0
"835",835,244,244,244,12026,"SU_2016",2016,"O8",15,8,1,1,3,"5/8/16",129,"nonmast",NA,420,NA,"n","JGR","grass",0,32,NA,6,"low predator",5,0.735397158,1.695141406,0.223606798,36,NA,0.85401682,0,0,1,7050,128,"SU",8,15,2.071839496,-0.109578848,0.741766669,0
"836",836,332,332,332,21169,"SU_2016",2016,"U5.",21,5.5,1,1,3,"4/30/16",121,"nonmast",NA,420,NA,"n","EBC",NA,0,19,NA,3,"low predator",4,0.735397158,0,0.141421356,9,NA,0.85401682,0,33.33333333,3,7046,120,"SU",5.5,21,0,-0.363348191,-1.049328458,1
"837",837,333,333,333,21984,"SU_2016",2016,"U1",21,1,1,2,3,"5/17/16",138,"nonmast",NA,420,NA,"n","FVK",NA,0,19,1,3,"low predator",5,0.735397158,0.941745225,0.223606798,9,NA,0.85401682,0,75,4,6700,111,"SU",1,21,1.318443316,-0.648838702,0.09045935,1
"838",838,334,334,334,21169,"SU_2016",2016,"U5.",21,5.5,1,2,3,"5/23/16",144,"nonmast",NA,420,NA,"n","ZCF",NA,0,32,NA,2,"low predator",5,0.735397158,1.506792361,0.141421356,4,NA,0.85401682,0,33.33333333,3,7046,120,"SU",5.5,21,2.260188541,-0.363348191,0.904593499,1
"839",839,392,392,392,20061,"SU_2016",2016,"-32",-3,2,1,1,3,"4/20/16",111,"nonmast",NA,420,NA,"n","EBC, JGR","grass",0,32,0,2,"low predator",4,0.735397158,0,0.141421356,4,NA,0.85401682,0,75,4,6545,110,"SU",2,-3,0,-0.68055987,-1.049328458,0
"840",840,393,393,393,21100,"SU_2016",2016,"-315",-3,15,1,2,2,"5/10/16",131,"nonmast",NA,420,NA,"n","BJD","cavity",0,32,0,2,"low predator",5,0.735397158,0.75339618,0.5,4,NA,-0.587136564,0,0,2,6642,102,"SU",15,-3,1.318443316,-0.934329214,0.09045935,0
"841",841,394,394,394,21100,"SU_2016",2016,"-315",-3,15,1,1,2,"4/13/16",104,"nonmast",NA,420,NA,"n","JST","grass",0,32,0,2,"low predator",4,0.735397158,0,0.5,4,NA,-0.587136564,0,0,2,6642,102,"SU",15,-3,0,-0.934329214,-1.049328458,0
"842",842,523,523,523,12973,"SU_2016",2016,"A17",1,17,1,2,2,"5/26/16",147,"nonmast",140,140,170,"y","ZCF","wb",0,32,9,5,"low predator",5,-1.317576202,1.506792361,0.1,25,NA,-0.587136564,1,50,2,6468,122,"SU",17,1,3.013584721,-0.299905855,1.555900817,1
"843",843,533,533,533,11976,"SU_2016",2016,"B1.",2,1.5,1,1,1,"4/17/16",108,"nonmast",100,100,120,"y","JGR","grass",0,32,12,6,"low predator",4,-1.61085811,0,0.1,36,NA,-2.028289948,1,100,1,6440,106,"SU",1.5,2,0,-0.807444542,-1.049328458,0
"844",844,587,587,587,20044,"SU_2016",2016,"H17.",8,17.5,1,1,1,"4/13/16",104,"nonmast",293,293,370,"y","SWK",NA,0,32,0,3,"low predator",4,-0.195772902,0,0.3,9,NA,-2.028289948,1,33.33333333,3,6540,104,"SU",17.5,8,0,-0.870886878,-1.049328458,0
"845",845,644,644,644,12435,"SU_2016",2016,"K12",11,12,1,2,2,"5/29/16",150,"nonmast",28,28,45,"y","JGR","cavity",0,32,5,6,"low predator",5,-2.138765545,1.318443316,0,36,NA,-0.587136564,1,100,1,6457,124,"SU",12,11,2.071839496,-0.236463519,0.741766669,1
"846",846,743,743,743,12180,"SU_2016",2016,"K.15",11.5,15,1,2,3,"5/13/16",134,"nonmast",385,385,392,"y","AEW","wb",0,32,0,5,"low predator",5,0.478775488,0.565047135,5.1,25,NA,0.85401682,1,100,3,6448,99,"SU",15,11.5,1.506792361,-1.029492717,0.25328618,0
"847",847,744,744,744,19611,"SU_2016",2016,"K.1",11.5,1,1,2,3,"5/5/16",126,"nonmast",56,56,69,"y","JGR","grass",0,32,NA,3,"low predator",5,-1.933468209,1.695141406,5.10881591,9,NA,0.85401682,1,100,4,6516,101,"SU",1,11.5,1.318443316,-0.966050382,0.09045935,1
"848",848,745,745,745,19611,"SU_2016",2016,"K.1",11.5,1,1,1,3,"4/11/16",102,"nonmast",120,120,120,"y","AEW","grass",0,32,NA,3,"low predator",4,-1.464217156,0,5.10881591,9,NA,0.85401682,1,100,4,6516,101,"SU",1,11.5,0,-0.966050382,-1.049328458,1
"849",849,777,777,777,19862,"SU_2016",2016,"R4",18,4,1,2,2,"5/17/16",138,"nonmast",NA,NA,NA,"y","ERS","grass",0,32,1,3,"low predator",5,NA,1.883490451,0.2,9,NA,-0.587136564,1,100,2,6528,113,"SU",4,18,3.013584721,-0.585396366,1.555900817,0
"850",850,778,778,778,19862,"SU_2016",2016,"R4",18,4,1,1,2,"4/22/16",113,"nonmast",88,88,90,"y","AEW","grass",0,32,1,3,"low predator",4,-1.698842683,0,0.2,9,NA,-0.587136564,1,100,2,6528,113,"SU",4,18,0,-0.585396366,-1.049328458,0
"851",851,790,790,790,21273,"SU_2016",2016,"S8",19,8,1,1,3,"4/12/16",103,"nonmast",124,124,151,"y","SWK",NA,0,32,NA,2,"low predator",4,-1.434888965,0,0.223606798,4,NA,0.85401682,1,100,3,6654,101,"SU",8,19,0,-0.966050382,-1.049328458,0
"852",852,824,824,824,21984,"SU_2016",2016,"U1",21,1,1,1,3,"4/22/16",113,"nonmast",300,300,360,"y","SWK","grass",0,32,1,2,"low predator",4,-0.144448568,0,0.223606798,4,NA,0.85401682,1,75,4,6700,111,"SU",1,21,0,-0.648838702,-1.049328458,1
"853",853,871,871,871,20060,"SU_2016",2016,"-1.4./-26",-1.5,4.5,1,2,2,"5/15/16",136,"nonmast",220,220,310,"y","SWK","grass",0,32,NA,2,"low predator",5,-0.731012385,1.318443316,0.2,4,NA,-0.587136564,1,100,4,6544,111,"SU",4.5,-1.5,2.260188541,-0.648838702,0.904593499,1
"854",854,872,872,872,20060,"SU_2016",2016,"-1.4./-26",-1.5,4.5,1,1,2,"4/23/16",114,"nonmast",300,300,305,"y","ABM",NA,0,32,NA,2,"low predator",4,-0.144448568,0,0.2,4,NA,-0.587136564,1,100,4,6544,111,"SU",4.5,-1.5,0,-0.648838702,-1.049328458,1
"855",855,884,884,884,20061,"SU_2016",2016,"-32",-3,2,1,2,3,"5/14/16",135,"nonmast",335,335,401,"y","DWI",NA,0,19,0,3,"low predator",5,0.112173102,0.565047135,0.141421356,9,NA,0.85401682,1,75,4,6545,110,"SU",2,-3,1.13009427,-0.68055987,-0.07236748,0
"856",856,37,37,37,12003,"SU_2017",2017,"D2",4,2,1,2,2,"6/13/17",164,"nonmast",NA,420,NA,"n","HLS/MJD","grass",1.542168675,19,3,7,"low predator",6,0.735397158,0,0.141421356,49,1.277777778,-0.850906436,0,33.33333333,3,7899,137,"SU",2,4,0,0.175911664,-1.057775073,1
"857",857,40,40,40,19740,"SU_2017",2017,"D7.",4,7.5,1,2,3,"6/24/17",175,"nonmast",NA,420,NA,"n","HLS/MJD/JBF","wb",1.542168675,19,4,4,"low predator",6,0.735397158,0,0.1,16,NA,0.453816766,0,0,2,7907,147,"SU",7.5,4,0,0.493123343,-1.057775073,0
"858",858,41,41,41,19740,"SU_2017",2017,"D7.",4,7.5,1,1,3,"5/29/17",149,"nonmast",NA,420,NA,"n","nMI","grass",1.542168675,19,4,4,"low predator",5,0.735397158,2.260188541,0.1,16,NA,0.453816766,0,0,2,7907,147,"SU",7.5,4,3.201933766,0.493123343,1.736752315,0
"859",859,48,48,48,11998,"SU_2017",2017,"E12.",5,12.5,1,2,3,"6/7/17",158,"nonmast",NA,420,NA,"n","SWK/MMS/MJD","grass",1.542168675,19,23,7,"low predator",6,0.735397158,0,0.1,49,NA,0.453816766,0,0,2,7692,133,"SU",12.5,5,0,0.049026992,-1.057775073,1
"860",860,49,49,49,11998,"SU_2017",2017,"E12.",5,12.5,1,1,3,"5/16/17",136,"nonmast",NA,420,NA,"n","ZCF/nMI/LEP","wb",1.542168675,19,23,7,"low predator",5,0.735397158,1.883490451,0.1,49,NA,0.453816766,0,0,2,7692,133,"SU",12.5,5,2.636886631,0.049026992,1.243600423,1
"861",861,50,50,50,13438,"SU_2017",2017,"E11.",5,11.5,1,2,3,"6/8/17",159,"nonmast",NA,420,NA,"n","JBF/nMI","grass",1.542168675,19,0,5,"low predator",6,0.735397158,0,0,25,NA,0.453816766,0,0,2,7719,134,"SU",11.5,5,0,0.08074816,-1.057775073,0
"862",862,51,51,51,13438,"SU_2017",2017,"E11.",5,11.5,1,1,3,"5/14/17",134,"nonmast",NA,420,NA,"n","SWK/MMS/MJD","wb",1.542168675,19,0,5,"low predator",5,0.735397158,1.883490451,0,25,NA,0.453816766,0,0,2,7719,134,"SU",11.5,5,2.825235676,0.08074816,1.407984387,0
"863",863,80,80,80,21058,"SU_2017",2017,"G4",7,4,1,2,3,"6/7/17",158,"nonmast",NA,420,NA,"n","SWK","grass",1.542168675,19,0,3,"low predator",6,0.735397158,0,0,9,NA,0.453816766,0,0,2,7927,133,"SU",4,7,0,0.049026992,-1.057775073,0
"864",864,81,81,81,21058,"SU_2017",2017,"G4",7,4,1,1,3,"5/14/17",134,"nonmast",NA,420,NA,"n","MCS/HLS","grass",1.542168675,19,0,3,"low predator",5,0.735397158,1.695141406,0,9,NA,0.453816766,0,0,2,7927,133,"SU",4,7,2.448537586,0.049026992,1.079216459,0
"865",865,82,82,82,21488,"SU_2017",2017,"G11",7,11,1,2,3,"6/10/17",161,"nonmast",NA,420,NA,"n","nKP/ARM","grass",1.542168675,19,NA,3,"low predator",6,0.735397158,0,0,9,NA,0.453816766,0,0,2,7935,135,"SU",11,7,0,0.112469328,-1.057775073,0
"866",866,83,83,83,21488,"SU_2017",2017,"G11",7,11,1,1,3,"5/17/17",137,"nonmast",NA,420,NA,"n","MJD/MCS","grass",1.542168675,19,NA,3,"low predator",5,0.735397158,1.506792361,0,9,NA,0.453816766,0,0,2,7935,135,"SU",11,7,2.448537586,0.112469328,1.079216459,0
"867",867,98,98,98,19742,"SU_2017",2017,"B.9.",2.5,9.5,1,1,3,"5/16/17",136,"nonmast",NA,420,NA,"n","SWK/nMI/MJT","wb",1.542168675,32,NA,3,"low predator",5,0.735397158,1.13009427,7.516648189,9,NA,0.453816766,0,33.33333333,3,7908,129,"SU",9.5,2.5,2.636886631,-0.07785768,1.243600423,1
"868",868,102,102,102,20044,"SU_2017",2017,"H17.",8,17.5,1,1,3,"5/11/17",131,"nonmast",NA,420,NA,"n","ARM/BMT","grass",1.542168675,19,0,4,"low predator",5,0.735397158,0.37669809,0,16,NA,0.453816766,0,33.33333333,3,7756,128,"SU",17.5,8,0.75339618,-0.109578848,-0.400239217,0
"869",869,118,118,118,21867,"SU_2017",2017,"C.15.",3.5,15.5,1,2,2,"6/10/17",161,"nonmast",NA,420,NA,"n","MCS/MJD","wb",1.542168675,19,NA,3,"low predator",6,0.735397158,0,5.100980298,9,NA,-0.850906436,0,33.33333333,3,8050,132,"SU",15.5,3.5,0,0.017305824,-1.057775073,0
"870",870,241,241,241,22495,"SU_2017",2017,"O8",15,8,1,2,3,"6/21/17",172,"nonmast",NA,420,NA,"n","ZCF","wb",1.542168675,19,NA,2,"low predator",6,0.735397158,0,0.223606798,4,NA,0.453816766,0,0,2,7882,142,"SU",8,15,0,0.334517503,-1.057775073,1
"871",871,242,242,242,22495,"SU_2017",2017,"O8",15,8,1,1,3,"5/27/17",147,"nonmast",NA,420,NA,"n","MMS","grass",1.542168675,19,NA,2,"low predator",5,0.735397158,1.318443316,0.223606798,4,NA,0.453816766,0,0,2,7882,142,"SU",8,15,1.883490451,0.334517503,0.586064567,1
"872",872,250,250,250,20944,"SU_2017",2017,"J.2.",10.5,2.5,1,2,4,"6/12/17",163,"nonmast",NA,420,NA,"n","nKP/ARM","grass",1.542168675,19,1,3,"low predator",6,0.735397158,0,5.203844733,9,NA,1.758539967,0,0,2,8129,134,"SU",2.5,10.5,0,0.08074816,-1.057775073,1
"873",873,251,251,251,20944,"SU_2017",2017,"J.2.",10.5,2.5,1,1,4,"5/16/17",136,"nonmast",NA,420,NA,"n","ARM/nKP","grass",1.542168675,19,1,3,"low predator",5,0.735397158,1.318443316,5.203844733,9,NA,1.758539967,0,0,2,8129,134,"SU",2.5,10.5,1.318443316,0.08074816,0.092912676,1
"874",874,254,254,254,20948,"SU_2017",2017,"P5",16,5,1,2,3,"6/2/17",153,"nonmast",NA,420,NA,"n","nKP/MCS","grass",1.542168675,19,NA,3,"low predator",6,0.735397158,0,0,9,NA,0.453816766,0,0,2,7922,128,"SU",5,16,0,-0.109578848,-1.057775073,1
"875",875,255,255,255,20948,"SU_2017",2017,"P5",16,5,1,1,3,"5/15/17",135,"nonmast",NA,420,NA,"n","HLS","grass",1.542168675,19,NA,3,"low predator",5,0.735397158,1.695141406,0,9,NA,0.453816766,0,0,2,7922,128,"SU",5,16,2.448537586,-0.109578848,1.079216459,1
"876",876,319,319,319,21921,"SU_2017",2017,"T11",20,11,1,1,3,"5/1/17",121,"nonmast",NA,420,NA,"n","MMS/HLS","wb",1.542168675,19,0,3,"low predator",5,0.735397158,0.941745225,0.141421356,9,NA,0.453816766,0,0,1,7844,120,"SU",11,20,1.13009427,-0.363348191,-0.071471289,0
"877",877,374,374,374,12972,"SU_2017",2017,"-2,19",-2,19,1,2,1,"6/12/17",163,"nonmast",NA,420,NA,"n","JBF/MCS","grass",1.542168675,19,2,6,"low predator",6,0.735397158,0,0.3,36,NA,-2.155629637,0,50,2,7901,134,"SU",19,-2,0,0.08074816,-1.057775073,0
"878",878,378,378,378,21907,"SU_2017",2017,"-2,20",-2,20,1,1,3,"5/16/17",136,"nonmast",NA,420,NA,"n","SWK","wb",1.542168675,19,1,3,"low predator",5,0.735397158,0.75339618,0.632455532,9,NA,0.453816766,0,50,2,7938,133,"SU",20,-2,1.506792361,0.049026992,0.25729664,1
"879",879,554,554,554,12003,"SU_2017",2017,"D2",4,2,1,1,2,"5/21/17",141,"nonmast",96,96,376,"y","MMS/MJT","grass",1.542168675,32,3,6,"low predator",5,-1.640186301,1.506792361,0.141421356,36,1.277777778,-0.850906436,1,33.33333333,3,7899,137,"SU",2,4,2.260188541,0.175911664,0.914832495,1
"880",880,580,580,580,19742,"SU_2017",2017,"B.9.",2.5,9.5,1,2,3,"6/3/17",154,"nonmast",249,249,263,"y","MMS/JGR/JBF","grass",1.542168675,19,NA,4,"low predator",6,-0.518383001,0,7.516648189,16,NA,0.453816766,1,33.33333333,3,7908,129,"SU",9.5,2.5,0,-0.07785768,-1.057775073,1
"881",881,592,592,592,11576,"SU_2017",2017,"C.4",3.5,4,1,2,2,"6/7/17",158,"nonmast",303,303,314,"y","nKP/ARM","grass",1.542168675,19,7,7,"low predator",6,-0.122452424,0,5.100980298,49,NA,-0.850906436,1,100,2,7684,133,"SU",4,3.5,0,0.049026992,-1.057775073,1
"882",882,593,593,593,11576,"SU_2017",2017,"C.4",3.5,4,1,1,2,"5/14/17",134,"nonmast",312,312,331,"y","JGR","grass",1.542168675,19,7,7,"low predator",5,-0.056463995,1.506792361,5.100980298,49,NA,-0.850906436,1,100,2,7684,133,"SU",4,3.5,3.201933766,0.049026992,1.736752315,1
"883",883,595,595,595,21003,"SU_2017",2017,"C.5",3.5,5,1,1,2,"5/24/17",144,"nonmast",143,143,214,"y","ZCF/nMI","wb",1.542168675,19,0,3,"low predator",5,-1.295580058,0.941745225,5.100980298,9,NA,-0.850906436,1,100,1,8144,141,"SU",5,3.5,3.578631857,0.302796335,2.065520244,0
"884",884,598,598,598,21867,"SU_2017",2017,"C.15.",3.5,15.5,1,1,2,"5/17/17",137,"nonmast",176,176,NA,"y","SWK","grass",1.542168675,32,NA,2,"low predator",5,-1.053622484,0.565047135,5.100980298,4,NA,-0.850906436,1,33.33333333,3,8050,132,"SU",15.5,3.5,2.260188541,0.017305824,0.914832495,0
"885",885,616,616,616,21364,"SU_2017",2017,"D.17.",4.5,17.5,1,1,2,"5/6/17",126,"nonmast",65,65,86,"y","MCS/nMI","wb",1.542168675,19,0,3,"low predator",5,-1.86747978,0.37669809,5.003998401,9,NA,-0.850906436,1,100,1,8107,126,"SU",17.5,4.5,2.071839496,-0.173021183,0.750448531,0
"886",886,728,728,728,12180,"SU_2017",2017,"K.15",11.5,15,1,2,1,"5/26/17",146,"nonmast",180,180,180,"y","MMS/JGR/JBT","cavity",1.542168675,19,0,6,"low predator",5,-1.024294293,0.565047135,5.1,36,NA,-2.155629637,1,100,3,7696,121,"SU",15,11.5,1.506792361,-0.331627023,0.25729664,0
"887",887,729,729,729,12180,"SU_2017",2017,"K.15",11.5,15,1,1,1,"5/4/17",124,"nonmast",67,67,74,"y","nMI/BMT","grass",1.542168675,19,0,6,"low predator",5,-1.852815684,0.565047135,5.1,36,NA,-2.155629637,1,100,3,7696,121,"SU",15,11.5,1.506792361,-0.331627023,0.25729664,0
"888",888,730,730,730,19611,"SU_2017",2017,"K.1",11.5,1,1,2,3,"5/18/17",138,"nonmast",194,194,204,"y","nMI","grass",1.542168675,19,NA,4,"low predator",5,-0.921645625,0.941745225,5.10881591,16,NA,0.453816766,1,100,4,7739,113,"SU",1,11.5,0.941745225,-0.585396366,-0.235855253,1
"889",889,731,731,731,19611,"SU_2017",2017,"K.1",11.5,1,1,1,3,"4/23/17",113,"nonmast",155,155,168,"y","nMI/JGR","grass",1.542168675,19,NA,4,"low predator",4,-1.207595486,0,5.10881591,16,NA,0.453816766,1,100,4,7739,113,"SU",1,11.5,0,-0.585396366,-1.057775073,1
"890",890,784,784,784,21273,"SU_2017",2017,"S8.",19,8.5,1,2,4,"5/24/17",144,"nonmast",109,109,137,"y","nKP/ARM/SB","grass",1.542168675,19,NA,3,"low predator",5,-1.544869681,1.13009427,0.707106781,9,NA,1.758539967,1,100,3,7931,119,"SU",8.5,19,2.071839496,-0.395069359,0.750448531,0
"891",891,785,785,785,21273,"SU_2017",2017,"S8.",19,8.5,1,1,4,"5/1/17",121,"nonmast",51,51,65,"y","nKP/ARM/SB","grass",1.542168675,19,NA,3,"low predator",5,-1.970128448,1.13009427,0.707106781,9,NA,1.758539967,1,100,3,7931,119,"SU",8.5,19,2.071839496,-0.395069359,0.750448531,0
"892",892,801,801,801,21908,"SU_2017",2017,"T3",20,3,1,1,3,"5/11/17",131,"nonmast",347,347,NA,"y","nKP/ARM","wb",1.542168675,19,0,3,"low predator",5,0.200157675,1.13009427,1.58113883,9,NA,0.453816766,1,100,1,8052,129,"SU",3,20,1.883490451,-0.07785768,0.586064567,0
"893",893,819,819,819,21984,"SU_2017",2017,"U1",21,1,1,1,3,"5/9/17",129,"nonmast",234,234,NA,"y","MCS/MJD","grass",1.542168675,19,1,3,"low predator",5,-0.628363717,0.565047135,0.223606798,9,NA,0.453816766,1,75,4,8056,129,"SU",1,21,0.75339618,-0.07785768,-0.400239217,0
"894",894,822,822,822,21169,"SU_2017",2017,"U5.",21,5.5,1,1,3,"5/15/17",135,"nonmast",52,52,77,"y","JBF/MMS","wb",1.542168675,32,NA,2,"low predator",5,-1.9627964,1.318443316,0,4,NA,0.453816766,1,33.33333333,3,8046,132,"SU",5.5,21,2.260188541,0.017305824,0.914832495,0
"895",895,823,823,823,21984,"SU_2017",2017,"U1",21,1,1,2,3,"6/3/17",154,"nonmast",270,270,NA,"y","nKP/ARM","wb",1.542168675,32,1,2,"low predator",6,-0.364409999,0,0.223606798,4,NA,0.453816766,1,75,4,8056,129,"SU",1,21,0,-0.07785768,-1.057775073,0
"896",896,866,866,866,20060,"SU_2017",2017,"-1.4.",-1.5,4.5,1,2,2,"5/18/17",138,"nonmast",88,88,108,"y","nKP/ARM","grass",1.542168675,19,NA,3,"low predator",5,-1.698842683,1.13009427,0.2,9,1.728,-0.850906436,1,100,4,7759,113,"SU",4.5,-1.5,1.695141406,-0.585396366,0.421680604,0
